LIN: INS  OP   MM FLAG  OPC STP   ADDR	    MEM BLOCK          MICROINSTRUCTION
--------------------------------------------------------------------------------------
217: STA  04  [10|1000|0100|000] 001420   Code-block-2  04  22  40  00  00  00  00  00 
218: STA  04  [11|1000|0100|000] 001C20   Code-block-3  00  00  00  10  00  00  00  00 
219: STA  04  [01|1001|0100|000] 000CA0   Code-block-1  04  40  04  20  02  00  00  00 
220: STA  04  [10|1001|0100|000] 0014A0   Code-block-2  04  22  40  00  00  00  00  00 
221: STA  04  [11|1001|0100|000] 001CA0   Code-block-3  00  00  00  10  00  00  00  00 
222: STA  04  [01|1010|0100|000] 000D20   Code-block-1  04  40  04  20  02  00  00  00 
223: STA  04  [10|1010|0100|000] 001520   Code-block-2  04  22  40  00  00  00  00  00 
224: STA  04  [11|1010|0100|000] 001D20   Code-block-3  00  00  00  10  00  00  00  00 
225: STA  04  [01|1011|0100|000] 000DA0   Code-block-1  04  40  04  20  02  00  00  00 
226: STA  04  [10|1011|0100|000] 0015A0   Code-block-2  04  22  40  00  00  00  00  00 
227: STA  04  [11|1011|0100|000] 001DA0   Code-block-3  00  00  00  10  00  00  00  00 
228: STA  04  [01|1100|0100|000] 000E20   Code-block-1  04  40  04  20  02  00  00  00 
229: STA  04  [10|1100|0100|000] 001620   Code-block-2  04  22  40  00  00  00  00  00 
230: STA  04  [11|1100|0100|000] 001E20   Code-block-3  00  00  00  10  00  00  00  00 
231: STA  04  [01|1101|0100|000] 000EA0   Code-block-1  04  40  04  20  02  00  00  00 
232: STA  04  [10|1101|0100|000] 0016A0   Code-block-2  04  22  40  00  00  00  00  00 
233: STA  04  [11|1101|0100|000] 001EA0   Code-block-3  00  00  00  10  00  00  00  00 
234: STA  04  [01|1110|0100|000] 000F20   Code-block-1  04  40  04  20  02  00  00  00 
235: STA  04  [10|1110|0100|000] 001720   Code-block-2  04  22  40  00  00  00  00  00 
236: STA  04  [11|1110|0100|000] 001F20   Code-block-3  00  00  00  10  00  00  00  00 
237: STA  04  [01|1111|0100|000] 000FA0   Code-block-1  04  40  04  20  02  00  00  00 
238: STA  04  [10|1111|0100|000] 0017A0   Code-block-2  04  22  40  00  00  00  00  00 
239: STA  04  [11|1111|0100|000] 001FA0   Code-block-3  00  00  00  10  00  00  00  00 
240: LDI  05  [01|0000|0101|000] 000828   Code-block-1  04  40  00  02  00  00  00  00 
241: LDI  05  [10|0000|0101|000] 001028   Code-block-2  04  22  40  00  00  00  00  00 
242: LDI  05  [11|0000|0101|000] 001828   Code-block-3  00  00  08  00  00  00  00  00 
243: LDI  05  [01|0001|0101|000] 0008A8   Code-block-1  04  40  00  02  00  00  00  00 
244: LDI  05  [10|0001|0101|000] 0010A8   Code-block-2  04  22  40  00  00  00  00  00 
245: LDI  05  [11|0001|0101|000] 0018A8   Code-block-3  00  00  08  00  00  00  00  00 
246: LDI  05  [01|0010|0101|000] 000928   Code-block-1  04  40  00  02  00  00  00  00 
247: LDI  05  [10|0010|0101|000] 001128   Code-block-2  04  22  40  00  00  00  00  00 
248: LDI  05  [11|0010|0101|000] 001928   Code-block-3  00  00  08  00  00  00  00  00 
249: LDI  05  [01|0011|0101|000] 0009A8   Code-block-1  04  40  00  02  00  00  00  00 
250: LDI  05  [10|0011|0101|000] 0011A8   Code-block-2  04  22  40  00  00  00  00  00 
251: LDI  05  [11|0011|0101|000] 0019A8   Code-block-3  00  00  08  00  00  00  00  00 
252: LDI  05  [01|0100|0101|000] 000A28   Code-block-1  04  40  00  02  00  00  00  00 
253: LDI  05  [10|0100|0101|000] 001228   Code-block-2  04  22  40  00  00  00  00  00 
254: LDI  05  [11|0100|0101|000] 001A28   Code-block-3  00  00  08  00  00  00  00  00 
255: LDI  05  [01|0101|0101|000] 000AA8   Code-block-1  04  40  00  02  00  00  00  00 
256: LDI  05  [10|0101|0101|000] 0012A8   Code-block-2  04  22  40  00  00  00  00  00 
257: LDI  05  [11|0101|0101|000] 001AA8   Code-block-3  00  00  08  00  00  00  00  00 
258: LDI  05  [01|0110|0101|000] 000B28   Code-block-1  04  40  00  02  00  00  00  00 
